source_bucket	source_root	path	name	size	mtime	relevance_tags	sha256
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_SedenionsXOR_Convo.md	1_SedenionsXOR_Convo.md	361993	1770592915	sedenion	42a216a9da29ba6a9cd9f36816226a0d75747d6b7bc2fd9f0c682dd828a94e75
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/E10 Billiards, Octonion Locality, and Zero‑Divisor Skies.pdf	E10 Billiards, Octonion Locality, and Zero‑Divisor Skies.pdf	87740	1770591184	octonion	2661360e23beb62326a949f90e471f2de1106e84d3aeb3d87c4fb91bc5b0fb91
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/gwtc3_2021_arxiv2111.03606.txt	gwtc3_2021_arxiv2111.03606.txt	472075	1769622662	cayley	d31c89cc6111a229a213992e5aa923cb72af5e34004f347a023b364bd2abf453
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_1512.06431_jafferis_lewkowycz_maldacena_suh_2016_jlms.txt	arxiv_1512.06431_jafferis_lewkowycz_maldacena_suh_2016_jlms.txt	62797	1769973533	cayley	133522cff93ff862bd4e32124cef389f72687af9bdd0fe48c3b554964429b040
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2411.13258_arleo_falmagne_2024_nene_predictions.pdf	arxiv_2411.13258_arleo_falmagne_2024_nene_predictions.pdf	404058	1770501007	cayley	b9f0db61ad9cc06ccabcdcdfb0a8cee407b2e282f1116c4b1658ed376d015b03
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_2601.23279v1_ahmadiniaz_2026_photon_graviton_mixing.txt	arxiv_2601.23279v1_ahmadiniaz_2026_photon_graviton_mixing.txt	65284	1770056582	cayley	b3f9b2dd5a066a6a9cb07fa538ca7b9a4a8e0f46d13306dfd4ba2623316a42ba
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Rodal_2025_Metamaterial_Gravity.txt	Rodal_2025_Metamaterial_Gravity.txt	38030	1769893371	cayley	8535a0abc7fbb4899783a907a912547e1d6d3109d7dddf3ccb88b361227532df
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/sagave_2009_0711.4499v3_dg_algebras_derived_ainfty.pdf	sagave_2009_0711.4499v3_dg_algebras_derived_ainfty.pdf	388574	1769626944	cayley	c4db8b800578a1ed1ed49a53a732eb3c2b221722ddea6ce3f584f37cae2cb155
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/vidal_2005_cond-mat0512165_entanglement_renormalization.pdf	vidal_2005_cond-mat0512165_entanglement_renormalization.pdf	263673	1769629965	cayley	e1fdcd321a9a368e7851d144bc6c651b31796eceb738492efe82ec167e6983f4
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9702026_pfenning_ford_1997_quantum_inequality_restrictions.pdf	arxiv_gr-qc9702026_pfenning_ford_1997_quantum_inequality_restrictions.pdf	142740	1770500982	cayley	c77ede864c527c7773507e73dabc0054b8c7220ba3f1fb96caba50d90ceb1207
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/Lorentzian_Threads_2025.txt	Lorentzian_Threads_2025.txt	88813	1769893371	cayley	6554a5c04ec85b72a0e39c05d0ab0fbe8a60d4f77a51a1811a7ba9465a024462
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/arxiv_gr-qc9410014_barbero_1994_real_ashtekar_variables.txt	arxiv_gr-qc9410014_barbero_1994_real_ashtekar_variables.txt	18121	1770082548	cayley	350279c142d71e7a5ff53433aee03cfde5b414fef552b1601d62384f147e9420
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.txt	stinga_torrea_2010_0910.2569v2_extension_harnack_fractional_operators.txt	62348	1769626668	cayley	cbb78fa65f55f3602eeb38fbff870f1c1920d06ce36018dcd2fe75a08f96ee66
documents_primary	/home/eirikr/Documents	/home/eirikr/Documents/1_CAYLEYDICKSON_AND_MORE/des_y6_cosmology_2601.14559.pdf	des_y6_cosmology_2601.14559.pdf	4832597	1769983418	cayley	bced63f554eccba48005f47ad570d0b41399805084ecfb1d6865e070f2b27031
